facility_row_order,dc_id,facility_name_market_page,facility_name_detail_page,market_name_market_page,market_name_detail_page,market_slug,operator_market_page,company_name_detail_page,operator_final,street_address_market_page,street_address_detail_page,postal_detail_page,city_detail_page,country_detail_page,listing_type,capacity_type,status_code,status_label,stage_code,stage_label,latitude,longitude,description,tags,detail_url,market_url,market_listed_count,has_coordinates,kommunkod,lanskod,kommunnamn,lansnamn,east_3006,north_3006
85,5781,DC-LJU-SE-CYGRIDS,DC-LJU-SE-CYGRIDS,Ljungaverk,Ljungaverk,ljungaverk,Cygrids Communications AB,Cygrids Communications AB,Cygrids Communications AB,Folketshusvägen 10,Folketshusvägen 10,84198,Ljungaverk,Sweden,Facility,Colocation,1,active,2,operational,62.489933,16.049679,"Cygrids provides a high availability managed datacenter facility including critical infrastructure systems, like power and cooling. The target availability level is 100 percent uptime, excluding planned maintenance windows. 
Access to the Datacenter is restricted and monitored.
Critical infrastructure includes functioning of all power and HVAC (Heating, Ventilation, and Air conditioning) infrastructure including UPS (Uninterruptible Power Supply), PDUs (Power Distribution Unit) and cabling, which form part of the co-location facility. 
Infrastructure downtime exists when a particular electronic is shut down due to power or heat problems and Cygrids records such failure in the Cygrids monitoring system.
Function to reduce Facility failure	Implemented
Have access and keys to main power station	YES
Have extra fuses and instructed internal personal to change if needed	YES
Have ready instructions to handling the system	YES
Have installed UPS of good quality	YES
Have automatic bypass for power if UPS not working	YES
Have maintenance agreement with manufacturer of UPS	YES
Have scheduled test monthly 	YES
Have installed Diesel generator of good quality	YES
Have maintenance agreement with manufacturer of Diesel generator	YES
Have scheduled test monthly 	YES",,https://www.datacentermap.com/sweden/ljungaverk/dc01-cygrids/,https://www.datacentermap.com/sweden/ljungaverk/,1,True,2260,22,Ånge,Västernorrlands län,554092.7,6929200.6
86,12437,Ansluten Växjö,Ansluten Växjö,Vaxjo,Vaxjo,vaxjo,Ansluten Hosting i Sverige AB,Ansluten Hosting i Sverige AB,Ansluten Hosting i Sverige AB,Honnörsgatan 10,Honnörsgatan 10,352 36,Växjö,Sweden,Facility,Colocation,1,active,2,operational,56.878449,14.779809,"Ansluten Hosting's Växjö datacenter represents a pinnacle of modern data storage and security. Constructed in 2011-2012, the facility spans 150 square meters within a larger 250 square meter area, dedicated to providing top-tier colocation services.

Security is paramount, with a centralized access system recording all entries and exits, complemented by continuous CCTV surveillance. Intrusion alarms are installed in all areas, ensuring immediate response and regular patrols outside business hours. Access to colocation racks is restricted to respective owners, while other equipment like routers and dedicated servers are housed in a special area accessible only to authorized personnel.

The technical infrastructure is robust, featuring an APC Symmetra PX 250 UPS system and an AQS/Climaveneta free cooling system with a 243 kW cooling capacity. In the event of a fire, the data halls are equipped with early detection smoke detectors and an automatic gas-based extinguishing system using Novec™ 1230 agent, safeguarding the vital electronic equipment within.",,https://www.datacentermap.com/sweden/vaxjo/ansluten-vaxjo/,https://www.datacentermap.com/sweden/vaxjo/,1,True,780,07,Växjö,Kronobergs län,486580.3,6303877.2
87,8836,Inleed TAL01,Inleed TAL01,Tallberg,Tallberg,tallberg,Inleed,Inleed,Inleed,Ovabacksgattu 10,Ovabacksgattu 10,79370,Tällberg,Sweden,Facility,Colocation,1,active,2,operational,60.821145,14.994181,"Tällberg is a very nostalgic village in the heart of Sweden. The village has a population of a few hundred but because of its idyllic environment it's a very popular tourist destination from what caused 8 hotels appare in the village.

Our data center in Tällberg is built as a concrete vault with complete redundancy of cooling, electricity and fiber optical connectivity.

The datacenter allows you to rent either a single unit co-location or a full cabinet of 48U for very competitive prices.",,https://www.datacentermap.com/sweden/tallberg/inleed-tal01/,https://www.datacentermap.com/sweden/tallberg/,1,True,2029,20,Leksand,Dalarnas län,499683.5,6742865.9
88,16046,Microsoft Sandviken Campus,Microsoft Sandviken Campus,Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Järbovägen 103,Järbovägen 103,811 42,Sandviken,Sweden,Campus,Hyperscaler,1,active,2,operational,60.639833,16.731825,This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).,,https://www.datacentermap.com/sweden/gavle/microsoft-sandviken-campus/,https://www.datacentermap.com/sweden/gavle/,14,True,2181,21,Sandviken,Gävleborgs län,594718.4,6723919.2
89,10140,Microsoft Gävle Campus,Microsoft Gävle Campus,Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Bakvretsgatan,Bakvretsgatan,805 91,Gävle,Sweden,Campus,Hyperscaler,1,active,2,operational,60.628615,17.135686,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-gavle/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,616842.5,6723320.0
90,16048,Microsoft Gävle (GVX04),Microsoft Gävle (GVX04),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Bakvretsgatan,Bakvretsgatan,805 91,Gävle,Sweden,Facility,Hyperscaler,1,active,0,planned,60.623392,17.129221,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-gavle-gvx04/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,616507.7,6722727.0
91,16047,Microsoft Gävle (GVX03),Microsoft Gävle (GVX03),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Bakvretsgatan,Bakvretsgatan,805 91,Gävle,Sweden,Facility,Hyperscaler,1,active,1,under_construction,60.623496,17.136047,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-gavle-gvx03/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,616880.7,6722750.7
92,16045,Microsoft Sandviken (GVX14),Microsoft Sandviken (GVX14),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Järbovägen 103,Järbovägen 103,811 42,Sandviken,Sweden,Facility,Hyperscaler,1,active,1,under_construction,60.639833,16.731825,This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).,,https://www.datacentermap.com/sweden/gavle/microsoft-sandviken-gvx14/,https://www.datacentermap.com/sweden/gavle/,14,True,2181,21,Sandviken,Gävleborgs län,594718.4,6723919.2
93,16044,Microsoft Sandviken (GVX13),Microsoft Sandviken (GVX13),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Järbovägen 103,Järbovägen 103,811 42,Sandviken,Sweden,Facility,Hyperscaler,1,active,2,operational,60.635063,16.734163,This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).,,https://www.datacentermap.com/sweden/gavle/microsoft-sandviken-gvx13/,https://www.datacentermap.com/sweden/gavle/,14,True,2181,21,Sandviken,Gävleborgs län,594860.2,6723391.4
94,13049,Microsoft Valbo (GVX21),Microsoft Valbo (GVX21),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Farfarsvägen 1,Farfarsvägen 1,818 91,Valbo,Sweden,Facility,Hyperscaler,1,active,2,operational,60.600934,17.008958,This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).,,https://www.datacentermap.com/sweden/gavle/microsoft-valbo-gvx21/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,610004.9,6720019.3
95,13051,Microsoft Valbo Campus,Microsoft Valbo Campus,Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Farfarsvägen 1,Farfarsvägen 1,818 91,Valbo,Sweden,Campus,Hyperscaler,1,active,2,operational,60.601916,17.010621,This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).,,https://www.datacentermap.com/sweden/gavle/microsoft-valbo-campus/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,610092.6,6720131.5
96,16051,Microsoft Valbo (GVX24),Microsoft Valbo (GVX24),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Farfarsvägen 1,Farfarsvägen 1,818 91,Valbo,Sweden,Facility,Hyperscaler,1,active,1,under_construction,60.599334,17.018208,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-valbo-gvx24/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,610516.8,6719856.7
97,13050,Microsoft Valbo (GVX22),Microsoft Valbo (GVX22),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Farfarsvägen 1,Farfarsvägen 1,818 91,Valbo,Sweden,Facility,Hyperscaler,1,active,2,operational,60.601916,17.010621,This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).,,https://www.datacentermap.com/sweden/gavle/microsoft-valbo-gvx22/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,610092.6,6720131.5
98,16052,Microsoft Valbo (GVX25),Microsoft Valbo (GVX25),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Farfarsvägen 1,Farfarsvägen 1,818 91,Valbo,Sweden,Facility,Hyperscaler,1,active,0,planned,60.602547,17.019001,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-valbo-gvx25/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,610549.2,6720215.8
99,16050,Microsoft Valbo (GVX23),Microsoft Valbo (GVX23),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Farfarsvägen 1,Farfarsvägen 1,818 91,Valbo,Sweden,Facility,Hyperscaler,1,active,2,operational,60.601334,17.017138,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-valbo-gvx23/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,610451.4,6720077.6
100,13048,Microsoft Gävle (GVX02),Microsoft Gävle (GVX02),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Bakvretsgatan,Bakvretsgatan,805 91,Gävle,Sweden,Facility,Hyperscaler,1,active,2,operational,60.628731,17.134411,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-gavle-gvx02/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,616772.3,6723330.7
101,13052,Microsoft Sandviken (GVX11),Microsoft Sandviken (GVX11),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Järbovägen 103,Järbovägen 103,811 42,Sandviken,Sweden,Facility,Hyperscaler,1,active,2,operational,60.635497,16.740774,This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).,,https://www.datacentermap.com/sweden/gavle/microsoft-sandviken-gvx11/,https://www.datacentermap.com/sweden/gavle/,14,True,2181,21,Sandviken,Gävleborgs län,595220.5,6723449.3
102,13047,Microsoft Gävle (GVX01),Microsoft Gävle (GVX01),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Bakvretsgatan,Bakvretsgatan,805 91,Gävle,Sweden,Facility,Hyperscaler,1,active,2,operational,60.628363,17.13675,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-gavle-gvx01/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,616901.6,6723293.8
103,16049,Microsoft Gävle (GVX05),Microsoft Gävle (GVX05),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Bakvretsgatan,Bakvretsgatan,805 91,Gävle,Sweden,Facility,Hyperscaler,1,active,0,planned,60.620433,17.137581,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden (Gävle).",,https://www.datacentermap.com/sweden/gavle/microsoft-gavle-gvx05/,https://www.datacentermap.com/sweden/gavle/,14,True,2180,21,Gävle,Gävleborgs län,616975.7,6722412.4
104,16043,Microsoft Sandviken (GVX12),Microsoft Sandviken (GVX12),Gavle,Gavle,gavle,Microsoft,Microsoft,Microsoft,Järbovägen 103,Järbovägen 103,811 42,Sandviken,Sweden,Facility,Hyperscaler,1,active,2,operational,60.634826,16.737796,This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).,,https://www.datacentermap.com/sweden/gavle/microsoft-sandviken-gvx12/,https://www.datacentermap.com/sweden/gavle/,14,True,2181,21,Sandviken,Gävleborgs län,595059.6,6723370.2
105,7597,Junet Datacenter,Junet Datacenter,Jonkoping,Jonkoping,jonkoping,Junet AB,Junet AB,Junet AB,Birkagatan 41,Birkagatan 41,56133,Huskvarna,Sweden,Facility,Colocation,1,active,2,operational,57.787051,14.262522,"Carrier neutral data center in Huskvarna, Sweden. Multiple fiber access providers available.",,https://www.datacentermap.com/sweden/jonkoping/junet-birka/,https://www.datacentermap.com/sweden/jonkoping/,1,True,680,06,Jönköping,Jönköpings län,456150.3,6405241.1
106,4874,DC-ESL-SE-CYGRIDS,DC-ESL-SE-CYGRIDS,Eslov,Eslov,eslov,Cygrids Communications AB,Cygrids Communications AB,Cygrids Communications AB,Grävmaskinsvägen 2,Grävmaskinsvägen 2,241 38,Eslöv,Sweden,Facility,Colocation,1,active,2,operational,55.83214,13.325173,"Cygrids provides a high availability managed datacenter facility including critical infrastructure systems, like power and cooling. The target availability level is 100 percent uptime, excluding planned maintenance windows. 
Access to the Datacenter is restricted and monitored.
Critical infrastructure includes functioning of all power and HVAC (Heating, Ventilation, and Air conditioning) infrastructure including UPS (Uninterruptible Power Supply), PDUs (Power Distribution Unit) and cabling, which form part of the co-location facility. 
Infrastructure downtime exists when a particular electronic is shut down due to power or heat problems and Cygrids records such failure in the Cygrids monitoring system.
Function to reduce Facility failure	Implemented
Have access and keys to main power station	YES
Have extra fuses and instructed internal personal to change if needed	YES
Have ready instructions to handling the system	YES
Have installed UPS of good quality	YES
Have automatic bypass for power if UPS not working	YES
Have maintenance agreement with manufacturer of UPS	YES
Have scheduled test monthly 	YES
Have installed Diesel generator of good quality	YES
Have maintenance agreement with manufacturer of Diesel generator	YES
Have scheduled test monthly 	YES
",,https://www.datacentermap.com/sweden/eslov/dc01-esl-se-cygrids/,https://www.datacentermap.com/sweden/eslov/,1,True,1285,12,Eslöv,Skåne län,395097.9,6188666.2
107,10010,Meta Lulea Data Center,Meta Lulea Data Center,Lulea,Lulea,lulea,Meta,Meta,Meta,Datavägen 15,Datavägen 15,977 54,Luleå,Sweden,Facility,Hyperscaler,1,active,2,operational,65.62046,22.112923,"Located in Luleå, Sweden, the Meta Luleå Data Center leverages the region's cool climate and abundance of renewable energy sources. This substantial facility delivers the power capacity required to support Meta's operations while demonstrating a commitment to sustainable growth.   The Luleå Data Center strategically positions Meta within Scandinavia and the broader Northern European market.",,https://www.datacentermap.com/sweden/lulea/meta-lulea-data-center/,https://www.datacentermap.com/sweden/lulea/,1,True,2580,25,Luleå,Norrbottens län,827066.0,7296129.8
108,11997,Internetport Hudiksvall,Internetport Hudiksvall,Hudiksvall,Hudiksvall,hudiksvall,Internetport Sweden AB,Internetport Sweden AB,Internetport Sweden AB,Sjötullsgatan 16,Sjötullsgatan 16,824 55,Hudiksvall,Sweden,Facility,Colocation,1,active,2,operational,61.722908,17.123324,"Internetport offers a robust colocation server solution that provides clients with security and flexibility. With 24/7 personal access to data centers, all activities are meticulously logged and monitored to ensure the highest security standards. In case of emergencies, expert help is readily available for both consultation and remote assistance.

The colocation service is supported by a powerful network, boasting up to 10+ Tbps of bandwidth capacity and core network uptime of 99.999%. This ensures blazing speed and reliability for your critical operations. Additionally, Internetport's network is operator neutral, offering connectivity options up to 10 Gbit/s and several Internet exchange points (IX) for optimal performance.

For those seeking seamless integration with cloud services, Internetport provides a hybrid architecture. This allows direct connection to the public cloud, creation of a private network, and connection to other Internetport services. The datacenter also features effortless automation through a user-friendly customer portal and a full-featured API, giving clients complete control over their infrastructure.",,https://www.datacentermap.com/sweden/hudiksvall/internetport-hudiksvall/,https://www.datacentermap.com/sweden/hudiksvall/,1,True,2184,21,Hudiksvall,Gävleborgs län,612208.5,6845143.8
109,899,Nätkraft Borås Data Center,Nätkraft Borås Data Center,Boras,Boras,boras,Nätkraft Borås,Nätkraft Borås,Nätkraft Borås,Bockasjögatan 17,Bockasjögatan 17,504 30,Boras,Sweden,Facility,Colocation,1,active,2,operational,57.715722,12.925842,Profile text unavailable for this listing.,,https://www.datacentermap.com/sweden/boras/berget-boras/,https://www.datacentermap.com/sweden/boras/,1,True,1490,14,Borås,Västra Götalands län,376439.6,6398952.4
110,10526,Amazon AWS ARN - Katrineholm,Amazon AWS ARN - Katrineholm,Katrineholm,Katrineholm,katrineholm,Amazon AWS,Amazon AWS,Amazon AWS,Terminalgatan 4,Terminalgatan 4,641 33,Katrineholm,Sweden,Facility,Hyperscaler,1,active,2,operational,58.996445,16.235213,"ARN data centers are part of the eu-north-1 AWS region: Europe (Stockholm).

Disclaimer: Please be aware that Amazon Web Services does not list its data center locations publicly. Hence all AWS listings in our database are based on publicly available information from third parties, open databases, property registries, construction applications, permits, tenders, news coverage and our custom research. There may be incorrect or outdated locations, as well as locations missing.",,https://www.datacentermap.com/sweden/katrineholm/amazon-aws-arn-katrineholm/,https://www.datacentermap.com/sweden/katrineholm/,1,True,483,04,Katrineholm,Södermanlands län,570970.6,6540311.9
111,2390,GlobalConnect Linköping,GlobalConnect Linköping,Linkoping,Linkoping,linkoping,GlobalConnect,GlobalConnect,GlobalConnect,Datalinjen 5C,Datalinjen 5C,58330,Linköping,Sweden,Facility,Colocation,1,active,2,operational,58.398811,15.553722,"15 kW
Traditional cooling solutions can handle only 3-4 kW per rack. A rack full of 40 pieces of 1U servers pull from 5-15 kW of electricity, depending on model and load. Our rack can handle these loads fully.

Higher uptime
Power supply consists of two galvanically separated systems. Each system can support the entire data center load. This is true 2N redundancy - fault on one of the systems does not affect the feeding from the other system. Expected downtime is reduced to 1 / 2000 of a single Power supply with UPS and diesel generator. Similarly, all other systems redundant.

Energy-efficient data center
Computer Center is the most energy efficient in Sweden thanks to a unique cooling system and an electricity infrastructure with reduced losses. A land of 3000 m2 cooling system using ground cooling with superior energy efficiency. We have 60% lower power consumption compared to a conventional data center.

Superior Uptime
Power supply to the rack is made from two (A + B) galvanically separated electrical system (2N) the whole way. If one of the systems do not work the other system takes over the full load from the system.
Expected downtime for 2N the power supply is reduced to 1 / 2000 of a single Power supply (1N) with UPS and diesel generator.
All racks will be supplied with 15 kW A + B UPS power.
Simple logical structure to eliminate handling errors.
Electric rooms for A and B systems are physically separated.
Separated batterie rooms.
Maximum protection, consisting of fixed extinguishing systems with particle sensors and light guard. 

Powerline
11 kV loop.
Uniform and easily operated medium voltage switchgear.
Transformers with reduced power losses.
Oversized switchgear provides low power dissipation.
Low-voltage switchgear are supplied from transformers.

Backup
Backup sets with diesel engines from Volvo Penta of 810 kW hk/600.
The engines are preheated. Battery charger ensures that starting batteries are fully charged.
Starts within 5 seconds after power outage and provides full power after 20 seconds. Meanwhile UPS feed the servers.
Capacity 6 x 550 kW at full extension.

UPS
All electrical power to the rack PDUs goes through the facility UPS (Uninterruptible Power Supply). UPS delivers pure AC and have a perfect sine wave.
UPS also protects against a variety of various problems in the grid, such as voltage spikes during a lightning storm.

The batteries have a capacity of 13-14 minutes operation and are placed in their own compartment.
Critical pumps and fans in the coolingsystem is feed trough UPS.
Up to 94.5% efficiency gives • significant energy savings.
Capacity 6 x 360 kW UPS power at full extension.

Power distrubution
Completely galvanically separated power distrubution for A-and B-power.
Ceramic Fuses (16A and 32A) in stead of miniature circuit breakers:
- Fast - 10 times as fast, which protects servers better.
- Precise - no need for oversizing.
- Reliable - no moving parts and no need for maintenance.

PDU
Each rack has two PDU: s, one for A-and B-force, each one capable of addressing the whole load:
- 32A (1 phase and 3 phase) PDU am.
- 16A (1 phase and 3 phase) PDU am.
Different types of PDU: s: 
- Basic - simple.
- Metered - Remote monitoring in real time by connected loads.
- Switched - Measurement combined with controlled on / off switching.


HACS
The hot air is contained in a HACS (Hot Aisle Containment System), with roofs and doors.
The temperature in the cold aile is 22-23 ° C and in the hot aile, it can be 10-20 ° C higher. Server Manufacturer recommends that the supply air should contain 18-27o C.
More free cooling can be used when higher temperatures are used in chillers, which provide superior energy efficiency and high cooling capacity.
Sensors in each rack control air flow and cooling for stable temperatures and air flows to the server regardless of processor load.

Ground Cooling
3000 m2 large ground cooling system that can provide more than 1 MW in a separate circuit.
Ground cooling system is completely independent and flat heat exchangers transfer the cold to InRow Coolers.
1 kW input power for the pumps give • 100 kW cooling, or 30 times as efficient as compressor operation.

Connectivity
Fully redundant fiber paths into the data center.
Two different cross-links in two different fire cells for fiber and copper connections.
Possibility to connect rack with redundant Cat5 and fiber (MM and SM) cables.
Redundant 10 Gbit / s connection to Phonera IP network with MPLS technology directly to Stockholm and Malmo. 

Phonera has a large global IP network with Cisco equipment and peers with a large number of ISPs in many of the largest Global peering points.

Phonera is ranked at the very top of Swedish Internet service providers by the International
CAID organization that evaluates 26,000 different ISPs in the world. Phonera is ranked top 50 in the world.

",,https://www.datacentermap.com/sweden/linkoping/phonera-datacenter-linkoping/,https://www.datacentermap.com/sweden/linkoping/,1,True,580,05,Linköping,Östergötlands län,532365.1,6473245.6
112,10235,Nordlo Lycksele,Nordlo Lycksele,Lycksele,Lycksele,lycksele,Nordlo,Nordlo,Nordlo,Norra Torggatan 12,Norra Torggatan 12,921 31,Lycksele,Sweden,Facility,Colocation,1,active,2,operational,64.595689,18.67338,"Nordlo's data center in Lycksele, Sweden, was certified with the Fossil Free Data label in 2021. This is the first such certification in northern Sweden and demonstrates Nordlo's efforts for a sustainable and environmentally friendly data center. 

Nordlo offers data management, virtualization, dedicated servers and colocation services. They also offer secure cloud services with built-in compliance. ",,https://www.datacentermap.com/sweden/lycksele/nordlo-lycksele/,https://www.datacentermap.com/sweden/lycksele/,1,True,2481,24,Lycksele,Västerbottens län,675762.0,7168488.0
113,11359,Binero STO1,Binero STO1,Vallentuna,Vallentuna,vallentuna,Binero Group AB,Binero Group AB,Binero Group AB,Karlbergsvägen 110,Karlbergsvägen 110 ,186 42,Vallentuna,Sweden,Facility,Colocation,1,active,2,operational,59.515007,18.07703,"Binero enables sustainable digital development for companies and organizations with qualified needs in a wide range of cloud and IT infrastructure solutions. Our data center uses renewable energy and generates reusable heat for nearby residents. Binero STO1 was the first datacenter in the world to receive the Fossil Free Data Center certification.

Whether you want to use your own hardware, colocation, or run your applications in our public cloud, we offer secure and straightforward Swedish cloud services from our data center outside Stockholm.

All parts of the infrastructure for energy and cooling are redundant according to level A+B. This means that the STO1 has two separate power supply systems and two separate cooling supply systems, each of which is redundant. The systems are designed to individually handle the entire IT load, if necessary. The cooling systems are also redundantly built. Cooling circuit A takes its primary coolant from heat pumps connected to the district heating network and its secondary coolant from free cooling units located on the property. Cooling circuit B is identically structured but with completely separate equipment. 

In terms of capacity, each rack has two supplies of 32 amps. This means that the maximum power that can be loaded in a rack is 22kw with full A+B redundancy or 44kw with standard N+1 redundancy (diesel and UPS).

Cabling between racks is provided entirely according to the customer's request or according to our standard. All the network (both ﬁber and copper) are measured to the strictest standards and logged to ensure that cabling is never a source of error.",,https://www.datacentermap.com/sweden/vallentuna/binero-sto1/,https://www.datacentermap.com/sweden/vallentuna/,1,True,115,01,Vallentuna,Stockholms län,674094.8,6601430.7
114,6569,ETIX Jokkmokk #1,ETIX Jokkmokk #1,Jokkmokk,Jokkmokk,jokkmokk,Etix Everywhere,Etix Everywhere,Etix Everywhere,within,Stromgatan,98260,Porjus,Sweden,Facility,Colocation,1,active,2,operational,66.606961,19.822921,"ETIX Jokkmokk #1

A TIERIII+ colocation data centre with excellent performance and pricing offered to end users as a joint venture between ArcticSites and ETIX Everywhere. 100% renewable energy, excellent connectivity hrough 6+ renowned telcos. Welcome to contact us for further information and get a quoted price to your needs.
",,https://www.datacentermap.com/sweden/jokkmokk/etix-jokkmokk-1/,https://www.datacentermap.com/sweden/jokkmokk/,1,True,2510,25,Jokkmokk,Norrbottens län,713508.1,7395820.2
